Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bulgaria,BGR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2620.758957,,,,,2527.007087,,,,,2448.636925,,,,,2385.229839,,,,,2354.931456,,,,,2340.782483,,,,,2458.969172,,,,,2526.447089,,,,,2679.541737,,,,,2783.175518,,,,,2874.393914,,2907.001694,,,
Burkina Faso,BFA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2519.995662,,,,,2339.501319,,,,,2145.859016,,,,,1953.450066,,,,,1746.23564,,,,,1535.612764,,,,,1344.503396,,,,,1171.998133,,,,,1016.83058,,,,,877.0685926,,,,,754.3200209,,710.7936056,,,
Burundi,BDI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3476.555197,,,,,3110.676702,,,,,2838.562807,,,,,2632.684967,,,,,2321.510246,,,,,2016.947168,,,,,1777.027556,,,,,1645.916287,,,,,1492.234226,,,,,1267.07066,,,,,1079.432729,,1017.005011,,,
Cabo Verde,CPV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,1422.697719,,,,,1206.044696,,,,,1096.286876,,,,,1087.874909,,,,,1009.13265,,,,,923.3809285,,,,,835.445153,,,,,734.9788694,,,,,663.5612002,,,,,616.7281339,,,,,583.6814345,,569.8687592,,,
Cambodia,KHM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,20004.80713,,,,,18039.52271,,,,,16520.20396,,,,,16763.31985,,,,,17432.52953,,,,,14714.42845,,,,,12534.42289,,,,,10676.45903,,,,,9545.119646,,,,,8817.921116,,,,,8161.405808,,7897.430323,,,
Cameroon,CMR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,50556.28581,,,,,45060.36851,,,,,39707.77405,,,,,34596.51153,,,,,29808.15992,,,,,25522.90639,,,,,22000.28351,,,,,19272.28011,,,,,16972.45476,,,,,14840.67556,,,,,12949.20029,,12275.23284,,,
Canada,CAN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,153110.5619,,,,,139623.7507,,,,,129582.9688,,,,,119768.0282,,,,,113086.263,,,,,107344.6328,,,,,99931.28585,,,,,95040.55063,,,,,90874.30649,,,,,86657.93722,,,,,82013.10224,,80201.83171,,,
Cayman Islands,CYM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,90578.48819,,,,,82043.38058,,,,,74198.14694,,,,,66810.17429,,,,,58292.30823,,,,,51175.14093,,,,,45545.4749,,,,,40087.46459,,,,,36083.41872,,,,,32976.28514,,,,,31400.2088,,31226.52474,,,
Chad,TCD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4805.81927,,,,,4367.05251,,,,,3931.741817,,,,,3526.102207,,,,,3181.203246,,,,,2773.624019,,,,,2362.543666,,,,,2001.801354,,,,,1666.353948,,,,,1392.019903,,,,,1180.624999,,1105.425295,,,
Channel Islands,CHI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,109704.361,,,,,98362.56887,,,,,89190.7107,,,,,82200.03327,,,,,76189.0922,,,,,70270.74883,,,,,64735.41539,,,,,60225.24241,,,,,56644.9485,,,,,53663.40023,,,,,51127.26669,,50244.70021,,,
China,CHN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,4225.182871,,,,,3728.049831,,,,,3263.227498,,,,,2981.594247,,,,,2788.931521,,,,,2594.934665,,,,,2414.654455,,,,,2286.852428,,,,,2196.969697,,,,,2134.480626,,,,,2082.631534,,2061.908566,,,
Colombia,COL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,122570.2309,,,,,105605.8697,,,,,92669.38506,,,,,82802.14183,,,,,73896.30443,,,,,66358.69427,,,,,60322.82074,,,,,55504.6497,,,,,51596.6195,,,,,48338.4944,,,,,45753.67989,,44882.0722,,,
Comoros,COM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,6085.254414,,,,,5558.205996,,,,,5015.988463,,,,,4349.401957,,,,,3670.33088,,,,,3185.947846,,,,,2749.468436,,,,,2390.662074,,,,,2107.189203,,,,,1870.265889,,,,,1657.760807,,1580.226104,,,
"Congo, Dem. Rep.",COD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,56105.30792,,,,,48971.02624,,,,,42613.35389,,,,,37117.15204,,,,,32470.65185,,,,,28544.40382,,,,,24098.87156,,,,,20533.8125,,,,,18059.32271,,,,,15406.32593,,,,,13047.50937,,12207.88233,,,
"Congo, Rep.",COG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,203242.3564,,,,,177358.367,,,,,153048.7729,,,,,131631.6874,,,,,113776.4293,,,,,98704.13037,,,,,86145.51219,,,,,74937.46772,,,,,65156.5224,,,,,55831.55569,,,,,47913.36228,,45574.91212,,,
Costa Rica,CRI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,78878.39116,,,,,66678.07471,,,,,58036.5764,,,,,51183.91104,,,,,44820.4959,,,,,39342.51349,,,,,34689.54089,,,,,30683.80072,,,,,27810.56526,,,,,25861.26598,,,,,24279.55262,,23751.59614,,,
Cote dIvoire,CIV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,20004.83719,,,,,16502.18529,,,,,13393.10381,,,,,10600.33429,,,,,8495.796272,,,,,6972.997602,,,,,5837.566595,,,,,4974.755254,,,,,4424.60627,,,,,4026.00008,,,,,3587.535564,,3410.359344,,,
Croatia,HRV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8434.004474,,,,,8245.844269,,,,,8490.990991,,,,,8498.64743,,,,,8834.092003,,8894.889072,,,
Cuba,CUB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,5116.502438,,,,,4613.031742,,,,,4223.682315,,,,,3956.540331,,,,,3840.56497,,,,,3711.93839,,,,,3551.542979,,,,,3461.054915,,,,,3398.110786,,,,,3372.350986,,,,,3349.104817,,3332.2357,,,
Curacao,CUW,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,1350.20279,,,,,1319.1095,,,,,1242.034261,,,,,1172.001779,,,,,1127.653238,,,,,1078.271448,,,,,974.2583458,,,,,875.2322732,,,,,798.390118,,,,,733.2811889,,,,,687.1871316,,676.9017685,,,
Czech Republic,CZE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.187191,,,,,1289.605602,,,,,1276.844317,,,,,1251.095898,,1249.364985,,,
Denmark,DNK,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,1290.953621,,,,,1240.860545,,,,,1202.020356,,,,,1179.148179,,,,,1172.376466,,,,,1170.269536,,,,,1160.234135,,,,,1135.290486,,,,,1116.085753,,,,,1098.611758,,,,,1073.043502,,1063.174728,,,
