Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cambodia,KHM,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.42909203,43.08211775,46.16286029,49.83752274,57.21671732,59.5100818,59.03876639,58.68415105,60.57676399,61.3097497,63.71602351,67.76151636,71.92427962,77.43971635,96.79746075,96.15733178,100,105.4785873,108.5719838,111.7668232,116.0757008,117.4932986,121.0714567,124.5715414
Cameroon,CMR,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,7.524800838,7.441908296,7.877861669,8.19408137,8.857221713,9.77702193,11.46188962,13.01535727,14.30786692,16.41088144,18.45617818,19.67070744,21.54960508,23.86133896,27.02464141,31.51917071,35.10394751,38.09072278,41.05038145,46.44460676,47.22595953,46.43939894,46.949945,46.97813907,46.97059671,45.46445889,61.41996607,66.99056704,69.61931958,72.95146648,75.26457645,76.6733374,77.61426503,81.04463894,83.34178651,83.86114215,84.05708151,85.74960405,90.13790706,90.96843976,95.82415884,98.74068065,100,102.9396995,105.7554057,107.9237587,109.9256349,112.8675036,113.8541804,114.583313
Canada,CAN,Consumer price index (2010 = 100),FP.CPI.TOTL,13.34430452,13.48025186,13.62335432,13.84516314,14.10990269,14.43903835,14.98998283,15.52661706,16.15626789,16.89324556,17.45850029,17.93073841,18.82512879,20.23468804,22.45993131,24.85689754,26.73153978,28.86376646,31.45392101,34.33028048,37.80767029,42.52289639,47.10217516,49.86405266,52.01058958,54.07126503,56.33943904,58.79364625,61.16199199,64.21007441,67.27962221,71.06468231,72.12364053,73.46880366,73.59044076,75.17172295,76.35231826,77.59015455,78.36290784,79.72238122,81.89038351,83.95821408,85.85432169,88.22266743,89.86119061,91.85031483,93.68918145,95.69261591,97.96078993,98.25414997,100,102.9121351,104.4719519,105.4522038,107.4627934,108.6720092,110.2246709,111.9848311
Cayman Islands,CYM,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.72461958,100,101.3254358,102.530143,104.745421,106.0798558,103.5896018,102.9418991,
Central African Republic,CAF,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,36.7816092,36.76934866,41.65823755,47.74559387,48.95938697,54.06283525,55.27662835,51.41455939,49.37624521,49.7164751,49.71034483,48.33716475,47.83754789,46.44291188,57.85440613,68.95632184,71.52490421,72.67739464,71.30727969,70.29885057,72.5508046,75.33302682,77.08965517,80.27708812,78.61823755,80.88521073,86.30068966,87.10191571,95.17854406,98.52873563,100,101.30057,107.1478927,108.7570881,136.2539368,186.8616667,,
Chad,TCD,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,38.13197913,45.85404659,48.2173637,41.92182861,39.41706527,45.5178485,43.8386338,43.51498094,44.90479492,43.50689488,39.84016272,56.46342968,61.6751883,68.66352921,72.48963759,75.57686332,69.51177498,72.1689327,81.14045951,85.35312526,83.8572525,79.36636096,85.62865706,92.51002339,84.20748967,92.87831452,102.1219572,100,96.2957043,109.7946339,109.9543314,111.8024832,115.905523,,
Channel Islands,CHI,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,0.001124747,0.001350284,0.002400747,0.010870846,0.065740191,0.312091872,0.973490324,1.868654948,2.617747174,3.491792202,4.718750291,5.647722622,6.209163895,7.90160802,9.470883892,12.37877871,14.78977453,17.73010021,20.33365064,23.79605567,29.99170908,36.52522816,42.15953885,47.52550421,52.96390495,57.32422903,61.54278637,65.31773864,68.65563382,70.9465936,73.67326509,76.30273883,78.20221504,80.39983696,81.24784521,83.7279979,86.56806614,90.38381254,98.2619073,98.60881733,100,103.3403174,106.4472654,108.4998031,113.2683695,118.1942606,122.6698774,125.3471101
China,CHN,Consumer price index (2010 = 100),FP.CPI.TOTL,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04832104,27.93261374,33.18724618,39.2424711,40.44026517,41.87859828,44.5395566,51.04682084,63.42924019,74.0797879,80.23815427,82.47396516,81.83629102,80.68937684,80.97001954,81.55230121,80.95535835,81.86821256,84.99937502,86.50931766,87.93623098,92.17191285,97.63333399,96.92239604,100,105.5538971,108.318909,111.1580007,113.2940611,114.9221246,117.220567,119.0880516
Colombia,COL,Consumer price index (2010 = 100),FP.CPI.TOTL,0.05730664,0.062053458,0.064968167,0.082090811,0.096105711,0.103400792,0.12069785,0.130749798,0.14048744,0.150295799,0.160679169,0.179864742,0.20224791,0.247813644,0.306969159,0.378915056,0.454058548,0.607543128,0.715461973,0.888132125,1.123954786,1.432522743,1.786656434,2.136793132,2.482133436,3.080083777,3.660447344,4.513405919,5.782051897,7.277727149,9.399331703,12.2555838,15.56589445,19.05926743,23.41359298,28.30511455,34.1918877,40.50713863,48.07264937,53.29991846,58.2170208,62.85433354,66.84653141,71.61254736,75.84056789,79.67128719,83.09191488,87.69885046,93.83503605,97.77847059,100,103.4150319,106.6925672,108.8445489,111.9997762,117.5883735,126.4233297,131.877628
